_StoreID,City Name,County,StateCode,State,Type,Latitude,Longitude,AreaCode,Population,Household Income,Median Income,Land Area,Water Area,Time Zone
185,Indianapolis,Marion County.,IN,Indiana,City,39.778,-86.14584,317,862781,316037,51682,949109238,16893545,America/Indiana/Indianapolis
186,Lawrence (Township),Marion County,IN,Indiana,Township,39.8716,-86.01156,317,123397,48011,50411,121424443,4188930,America/Indiana/Indianapolis
187,North,Lake County,IN,Indiana,Township,41.61329,-87.47085,219,157105,58240,44334,137725287,14822486,America/Chicago
188,Perry,Marion County,IN,Indiana,Township,39.67674,-86.15616,317,113236,44154,44302,118291390,259404,America/Indiana/Indianapolis
189,South Bend,St. Joseph County,IN,Indiana,City,41.68338,-86.25001,574,101516,39448,34523,107226145,1077799,America/Indiana/Indianapolis
190,Warren,Marion County,IN,Indiana,Township,39.77514,-86.01718,317,103365,38889,41504,125067149,209265,America/Indiana/Indianapolis
191,Washington,Marion County,IN,Indiana,Township,39.87632,-86.14291,317,137215,58263,50615,125858508,2908711,America/Indiana/Indianapolis
192,Wayne,Allen County,IN,Indiana,Township,41.05238,-85.16209,260,106185,41596,32194,109127525,317390,America/Indiana/Indianapolis
193,Wayne,Marion County,IN,Indiana,Township,39.77186,-86.26094,317,142010,52540,35884,126591941,1036389,America/Indiana/Indianapolis
194,Kansas City,Wyandotte County,KS,Kansas,City,39.11417,-94.62746,913,151306,54629,38749,323260927,9232017,America/Chicago
195,Olathe,Johnson County,KS,Kansas,City,38.8814,-94.81913,913,134305,45742,77335,157638037,1946472,America/Chicago
196,Overland Park,Johnson County,KS,Kansas,City,38.98223,-94.67079,913,186515,74830,72463,194562941,1309517,America/Chicago
197,Topeka,Shawnee County,KS,Kansas,City,39.04833,-95.67804,785,127265,52711,42250,159180160,3400123,America/Chicago
198,Wichita,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,316,389965,150683,45947,415365564,11294497,America/Chicago
199,Lexington-Fayette,Fayette County,KY,Kentucky,"Urban County ",38.0498,-84.45855,859,314488,125752,49778,734642357,4922241,America/New York
200,Louisville,Jefferson County,KY,Kentucky,City,38.25424,-85.75941,502,760026,0,0,159116437,12579358,America/New York
201,Baton Rouge,East Baton Rouge Parish,LA,Louisiana,City,30.45075,-91.15455,225,228590,88476,39876,222547923,5682680,America/Chicago
202,Lafayette,Lafayette Parish,LA,Louisiana,City,30.22409,-92.01984,337,127657,50025,46517,139369271,259576,America/Chicago
203,Metairie,Jefferson Parish,LA,Louisiana,CDP,29.98409,-90.15285,504,140074,59557,52421,60144259,109317,America/Chicago
204,New Orleans,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,504,389617,153140,36792,438799508,467299606,America/Chicago
205,Shreveport,Caddo Parish/Bossier Parish,LA,Louisiana,City,32.46688,-93.79219,318,197204,77500,38583,277484105,39395075,America/Chicago
206,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,857,667137,256294,55777,125219114,106849577,America/New York
207,Cambridge,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,857,110402,43801,79416,16556713,1861901,America/New York
208,Lowell,Middlesex County,MA,Massachusetts,City,42.63342,-71.31617,351,110699,38489,48002,35187375,2442614,America/New York
209,Springfield,Hampden County,MA,Massachusetts,City,42.10148,-72.58981,413,154341,55644,34728,82538680,3142825,America/New York
210,Worcester,Worcester County,MA,Massachusetts,City,42.26259,-71.80229,774,184815,68576,45472,96758525,2814766,America/New York
211,Baltimore,Baltimore city,MD,Maryland,City,39.29038,-76.61219,410,621849,242268,42241,209643557,28767622,America/New York
212,Columbia,Howard County,MD,Maryland,CDP,39.24038,-76.83942,410,102116,39893,100849,82691135,667179,America/New York
213,Ann Arbor,Washtenaw County,MI,Michigan,City,42.27087,-83.72633,734,117070,47179,55990,72727009,2254528,America/Detroit
214,Detroit,Wayne County,MI,Michigan,City,42.33143,-83.04575,313,677116,255740,25764,359360867,10667144,America/Detroit
215,Grand Rapids,Kent County,MI,Michigan,City,42.96336,-85.66809,616,195097,73026,40355,115103540,2252017,America/Detroit
216,Lansing,Clinton County/Ingham County/Eaton County,MI,Michigan,City,42.71434,-84.55928,517,115056,48414,35563,101329851,1640233,America/Detroit
217,Sterling Heights,Macomb County,MI,Michigan,City,42.58031,-83.0302,586,132052,49444,60089,94553340,753481,America/Detroit
218,Warren,Macomb County,MI,Michigan,City,42.49982,-83.00549,586,135358,53493,43523,89052398,191291,America/Detroit
219,Minneapolis,Hennepin County,MN,Minnesota,City,44.97997,-93.26384,612,410939,168385,51480,139858340,9027529,America/Chicago
220,Rochester,Olmsted County,MN,Minnesota,City,44.02163,-92.4699,507,112225,43634,64554,141314495,403646,America/Chicago
221,St. Paul,Ramsey County,MN,Minnesota,City,44.94441,-93.09327,651,300851,112988,48757,134612878,10884750,America/Chicago
222,Columbia,Boone County,MO,Missouri,City,38.95171,-92.33407,573,119108,45024,44907,168320842,689182,America/Chicago
223,Independence,Jackson County/Clay County,MO,Missouri,City,39.08547,-94.3521,816,117255,48313,43472,201595640,1162419,America/Chicago
224,Kansas City,Cass County/Platte County/Jackson County/Clay County,MO,Missouri,City,39.12513,-94.55103,816,475378,195033,45821,815780419,10370518,America/Chicago
225,Springfield,Christian County/Greene County,MO,Missouri,City,37.19415,-93.2913,417,166810,71268,33557,213158276,1530246,America/Chicago
226,St. Louis,St. Louis city,MO,Missouri,City,38.62727,-90.19789,314,315685,139555,35599,160458044,10670040,America/Chicago
227,Jackson,Rankin County/Hinds County/Madison County,MS,Mississippi,City,32.31583,-90.21282,769,170674,62671,32250,287614760,5655837,America/Chicago
228,Billings,Yellowstone County,MT,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver
229,Cary,Chatham County/Wake County,NC,North Carolina,Town,35.78088,-78.81327,919,159769,56034,91579,146322917,2815890,America/New York
230,Charlotte,Mecklenburg County,NC,North Carolina,City,35.22709,-80.84313,704,827097,305488,53637,790925550,5215849,America/New York
231,Durham,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,919,257636,100513,50420,284339132,2323182,America/New York
232,Fayetteville,Cumberland County,NC,North Carolina,City,35.05266,-78.87836,910,201963,78439,43630,382659645,4765966,America/New York
233,Greensboro,Guilford County,NC,North Carolina,City,36.07264,-79.79198,336,285342,114080,41628,332338206,13707999,America/New York
234,High Point,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.98998,-79.99047,336,110268,40973,42299,142972062,3925954,America/New York
235,Raleigh,Durham County/Wake County,NC,North Carolina,City,35.8306,-78.64177,919,451066,170366,55398,375740493,2876470,America/New York
236,Wilmington,New Hanover County,NC,North Carolina,City,34.22573,-77.94471,910,115933,48425,42128,133663628,3951737,America/New York
237,Winston-Salem,Forsyth County,NC,North Carolina,City,36.09986,-80.24422,336,241218,93267,39882,343173025,3173027,America/New York
238,Fargo,Cass County,ND,North Dakota,City,46.87719,-96.7898,701,118523,49962,46175,127714801,0,America/Chicago
239,Lincoln,Lancaster County,NE,Nebraska,City,40.8,-96.66696,402,277348,107574,49840,238566678,3507136,America/Chicago
240,Omaha,Douglas County,NE,Nebraska,City,41.25861,-95.93779,402,443885,173764,49896,344973715,9140906,America/Chicago
241,Manchester,Hillsborough County,NH,New Hampshire,City,42.99564,-71.45479,603,110229,45145,54282,85627013,4850146,America/New York
242,Edison,Middlesex County,NJ,New Jersey,Township,40.50399,-74.34941,848,102701,35198,90515,77862691,1630832,America/New York
243,Elizabeth,Union County,NJ,New Jersey,City,40.66399,-74.2107,908,129007,39433,43568,31905474,3459587,America/New York
244,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,551,264290,99058,59537,38318201,16417392,America/New York
245,Newark,Essex County,NJ,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York
246,Paterson,Passaic County,NJ,New Jersey,City,40.91677,-74.17181,973,147754,43037,32915,21790122,762701,America/New York
247,Woodbridge (Township),Middlesex County,NJ,New Jersey,Township,40.56073,-74.2927,848,102105,33375,79720,60235960,3515266,America/New York
248,Albuquerque,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,505,559121,222098,47030,487357375,4655624,America/Denver
249,Las Cruces,DoÃƒÂ±a Ana County,NM,New Mexico,City,32.31232,-106.77834,575,101643,38925,41330,199270395,250842,America/Denver
250,Enterprise,Clark County,NV,Nevada,CDP,36.02525,-115.24194,702,124564,43699,68137,120207609,0,America/Los Angeles
251,Henderson,Clark County,NV,Nevada,City,36.0397,-114.98194,702,285667,104492,63120,271160947,1272345,America/Los Angeles
252,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,702,623747,215614,50202,348034258,133982,America/Los Angeles
253,North Las Vegas,Clark County,NV,Nevada,City,36.19886,-115.1175,702,234807,68686,52511,253858818,112001,America/Los Angeles
254,Paradise,Clark County,NV,Nevada,CDP,36.09719,-115.14666,702,223182,88401,43911,121034884,0,America/Los Angeles
255,Reno,Washoe County,NV,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles
256,Spring Valley,Clark County,NV,Nevada,CDP,36.10803,-115.245,702,183937,70748,50192,86125947,0,America/Los Angeles
257,Sunrise Manor,Clark County,NV,Nevada,CDP,36.21108,-115.07306,702,187647,60366,39586,86444651,0,America/Los Angeles
258,Amherst,Erie County,NY,New York,Town,43.01164,-78.75715,716,125109,49558,68294,137777476,1003270,America/New York
259,Babylon (Town),Suffolk County,NY,New York,Town,40.64092,-73.31669,631,213776,68789,80327,135481314,160302131,America/New York
260,Brookhaven,Suffolk County,NY,New York,Town,40.85745,-72.95984,631,489278,161116,87040,671934794,704749682,America/New York
261,Brooklyn,Kings County,NY,New York,Borough,40.62472,-73.95222,347,2636735,880727,32135,180000000,70000000,America/New York
262,Buffalo,Erie County,NY,New York,City,42.88645,-78.87837,716,258071,110549,31918,104592941,31362925,America/New York
263,Hempstead (Town),Nassau County,NY,New York,Town,40.63396,-73.6091,516,771018,241539,94999,307389025,189288363,America/New York
264,Huntington,Suffolk County,NY,New York,Town,40.88409,-73.37676,631,204398,69000,105451,243808665,111325968,America/New York
265,Islip,Suffolk County,NY,New York,Town,40.71258,-73.19552,631,336113,101387,86864,268844871,153259682,America/New York
266,Manhattan,New York County,NY,New York,Borough,40.72833,-73.99417,212,1644518,738644,47030,59100000,28000000,America/New York
267,New York City,Richmond County/Queens County/Kings County/New York County/Bronx County,NY,New York,City,40.66347,-73.9387,718,8550405,3113535,53373,780785193,431834008,America/New York
268,North Hempstead,Nassau County,NY,New York,Town,40.80336,-73.6784,516,230614,76523,104698,138598541,40538082,America/New York
269,Oyster Bay,Nassau County,NY,New York,Town,40.80049,-73.51056,516,298768,98509,112162,268689279,170041808,America/New York
270,Queens,Queens County,NY,New York,Borough,40.75,-73.86667,718,2339150,782664,42439,109000000,70000000,America/New York
271,Ramapo,Rockland County,NY,New York,Town,41.14077,-74.10498,845,135257,34566,66911,158352484,1803573,America/New York
272,Rochester,Monroe County,NY,New York,City,43.15478,-77.61556,716,209802,85741,30960,92678538,3546651,America/New York
273,Smithtown,Suffolk County,NY,New York,Town,40.91922,-73.17912,631,118275,39425,112693,139096977,149547375,America/New York
274,Staten Island,Richmond County,NY,New York,Borough,40.57628,-74.14484,718,474558,156341,55039,152000000,110000000,America/New York
275,Syracuse,Onondaga County,NY,New York,City,43.04812,-76.14742,315,144142,54781,31881,64867329,1463257,America/New York
276,The Bronx,Bronx County,NY,New York,Borough,40.83722,-73.88611,347,1455444,523690,34299,110000000,40000000,America/New York
277,Yonkers,Westchester County,NY,New York,City,40.93121,-73.89875,914,201116,73073,59049,46651457,5916223,America/New York
278,Akron,Summit County,OH,Ohio,City,41.08144,-81.51901,330,197542,83684,34512,160659689,880527,America/New York
279,Cincinnati,Hamilton County,OH,Ohio,City,39.162,-84.45689,513,298550,133039,33604,200434440,4155432,America/New York
280,Cleveland,Cuyahoga County,OH,Ohio,City,41.4995,-81.69541,216,388072,167100,26150,201255242,12332080,America/New York
281,Columbus,Delaware County/Franklin County/Fairfield County,OH,Ohio,City,39.98524,-82.98477,614,850106,334724,45659,565783587,15247719,America/New York
282,Dayton,Montgomery County,OH,Ohio,City,39.75895,-84.19161,937,140599,57316,27683,144197693,2208312,America/New York
283,Toledo,Lucas County,OH,Ohio,City,41.66394,-83.55521,419,279789,117531,33687,209065315,8887951,America/New York
284,Broken Arrow,Wagoner County/Tulsa County,OK,Oklahoma,City,36.03653,-95.781,918,106563,37246,67131,159889421,1579677,America/Chicago
285,Norman,Cleveland County,OK,Oklahoma,City,35.22257,-97.43948,405,120284,44911,51491,463011592,27576719,America/Chicago
286,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,Oklahoma,City,35.46708,-97.51366,405,631346,232254,47779,1570317627,37245501,America/Chicago
287,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,OK,Oklahoma,City,36.12795,-95.90232,918,403505,164471,42284,509834953,10955689,America/Chicago
288,Eugene,Lane County,OR,Oregon,City,44.05207,-123.08675,541,163460,66093,43101,114273476,58974,America/Los Angeles
289,Gresham,Multnomah County,OR,Oregon,City,45.49818,-122.43148,503,110553,38773,46956,60342997,532750,America/Los Angeles
290,Hillsboro,Washington County,OR,Oregon,City,45.52289,-122.98983,503,102347,35284,67757,64707200,31207,America/Los Angeles
291,Portland,Clackamas County/Multnomah County/Washington County,OR,Oregon,City,45.53695,-122.64997,503,632309,254167,55003,345657944,30147582,America/Los Angeles
292,Salem,Marion County/Polk County,OR,Oregon,City,44.92371,-123.02319,503,164549,57729,47191,125786966,1433926,America/Los Angeles
293,Allentown,Lehigh County,PA,Pennsylvania,City,40.60843,-75.49018,610,120207,41244,36930,45448161,1238395,America/New York
294,Philadelphia,Philadelphia County,PA,Pennsylvania,City,39.95234,-75.16379,445,1567442,581050,38253,347519465,22089787,America/New York
295,Pittsburgh,Allegheny County,PA,Pennsylvania,City,40.44062,-79.99589,412,304391,132468,40715,143423857,7692318,America/New York
296,Providence,Providence County,RI,Rhode Island,City,41.82399,-71.41283,401,179207,61481,37501,47655935,5618032,America/New York
297,Charleston,Berkeley County/Charleston County,SC,South Carolina,City,32.81793,-79.95896,843,132609,52450,55546,282372739,47927393,America/New York
298,Columbia,Lexington County/Richland County,SC,South Carolina,City,34.0291,-80.89804,803,133803,44506,41260,345805347,6998722,America/New York
299,North Charleston,Dorchester County/Berkeley County/Charleston County,SC,South Carolina,City,32.91782,-80.06503,843,108304,37597,39543,190807625,8969264,America/New York
300,Sioux Falls,Minnehaha County/Lincoln County,SD,South Dakota,City,43.53834,-96.732,605,171544,65538,52494,195275757,1354349,America/Chicago
301,Chattanooga,Hamilton County,TN,Tennessee,City,35.04563,-85.30968,423,176588,70228,40177,370573763,19930234,America/New York
302,Clarksville,Montgomery County,TN,Tennessee,City,36.52977,-87.35945,931,149176,51776,46947,254527982,1754875,America/Chicago
303,Knoxville,Knox County,TN,Tennessee,City,35.96064,-83.92074,865,185291,81073,34226,255161763,14631856,America/New York
304,Memphis,Shelby County,TN,Tennessee,City,35.14953,-90.04898,901,655770,249775,36445,822013083,23171205,America/Chicago
305,Murfreesboro,Rutherford County,TN,Tennessee,City,35.84562,-86.39027,615,126118,44518,51094,144718226,387261,America/Chicago
306,Nashville,Davidson County,TN,Tennessee,Metropolitan Government,36.16913,-86.78479,615,678889,248677,41759,1304953365,56649279,America/Chicago
307,Abilene,Jones County/Taylor County,TX,Texas,City,32.45451,-99.73815,325,121721,42348,43189,276322592,14012163,America/Chicago
308,Amarillo,Randall County/Potter County,TX,Texas,City,35.19988,-101.8302,806,198645,74769,47735,262507124,4049009,America/Chicago
309,Arlington,Tarrant County,TX,Texas,City,32.73569,-97.10807,682,388125,133808,53326,248200304,9682817,America/Chicago
310,Austin,Hays County/Williamson County/Travis County,TX,Texas,City,30.30394,-97.75436,512,931830,351195,57689,809976356,17536404,America/Chicago
311,Beaumont,Jefferson County,TX,Texas,City,30.08605,-94.10185,409,118129,46193,40992,212750142,7553306,America/Chicago
312,Brownsville,Cameron County,TX,Texas,City,25.90175,-97.49748,956,183887,51563,32894,343092656,35763836,America/Chicago
313,Carrollton,Collin County/Denton County/Dallas County,TX,Texas,City,32.98836,-96.89977,972,133168,45263,69368,93959417,2048329,America/Chicago
314,College Station,Brazos County,TX,Texas,City,30.62798,-96.33441,979,107889,36175,34186,132070745,369349,America/Chicago
315,Corpus Christi,Aransas County/Kleberg County/Nueces County/San Patricio County,TX,Texas,City,27.75425,-97.17339,361,324074,114817,50658,452109961,852118618,America/Chicago
316,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,972,1300092,477249,43781,882933616,113644009,America/Chicago
317,Denton,Denton County,TX,Texas,City,33.21484,-97.13307,940,131044,43745,49100,241927463,4345974,America/Chicago
318,El Paso,El Paso County,TX,Texas,City,31.75872,-106.48693,915,681124,220682,42772,665041415,2247591,America/Denver
319,Fort Worth,Parker County/Johnson County/Tarrant County/Wise County/Denton County,TX,Texas,City,32.78152,-97.34675,682,833319,273457,53214,888054781,21556246,America/Chicago
320,Frisco,Collin County/Denton County,TX,Texas,City,33.15543,-96.8226,972,154407,45452,114098,175272056,1449212,America/Chicago
321,Garland,Rockwall County/Collin County/Dallas County,TX,Texas,City,32.90983,-96.63033,972,236897,74912,51970,147728408,324680,America/Chicago
322,Grand Prairie,Tarrant County/Ellis County/Dallas County,TX,Texas,City,32.68695,-97.0211,972,187809,59196,56475,187154949,23055080,America/Chicago
323,Houston,Fort Bend County/Harris County/Montgomery County,TX,Texas,City,29.78664,-95.3909,832,2296224,814599,46187,1651228436,73316071,America/Chicago
324,Irving,Dallas County,TX,Texas,City,32.81402,-96.94889,972,236607,83649,52154,173638538,2582657,America/Chicago
325,Killeen,Bell County,TX,Texas,City,31.11712,-97.7278,254,140806,46952,47763,138670219,1727829,America/Chicago
326,Laredo,Webb County,TX,Texas,City,27.50641,-99.50754,956,255473,66308,39711,261900969,3788915,America/Chicago
327,Lewisville,Denton County/Dallas County,TX,Texas,City,33.04655,-96.98183,972,104039,38430,57267,94986734,15721445,America/Chicago
328,Lubbock,Lubbock County,TX,Texas,City,33.57786,-101.85517,806,249042,90433,44648,322793416,2955879,America/Chicago
329,McAllen,Hidalgo County,TX,Texas,City,26.20341,-98.23001,956,140269,42225,44254,151143159,1038050,America/Chicago
330,McKinney,Collin County,TX,Texas,City,33.19762,-96.61527,972,162898,50455,81459,163107658,1741187,America/Chicago
331,Mesquite,Kaufman County/Dallas County,TX,Texas,City,32.76288,-96.58877,972,144788,47795,49604,122320600,479994,America/Chicago
332,Midland,Martin County/Midland County,TX,Texas,City,32.02464,-102.11347,432,132950,43214,69173,192622240,460027,America/Chicago
333,Odessa,Midland County/Ector County,TX,Texas,City,31.88378,-102.34106,432,118968,39057,59337,117009169,667150,America/Chicago
334,Pasadena,Harris County,TX,Texas,City,29.69106,-95.2091,832,153784,49256,48004,112645407,3870729,America/Chicago
335,Pearland,Fort Bend County/Harris County/Brazoria County,TX,Texas,City,29.55576,-95.32307,832,108821,34776,95972,119994309,454012,America/Chicago
336,Plano,Collin County/Denton County,TX,Texas,City,33.05077,-96.74794,972,283558,103937,83793,185617682,927319,America/Chicago
337,Richardson,Collin County/Dallas County,TX,Texas,City,32.97229,-96.70807,972,110815,40020,72427,73982785,234329,America/Chicago
338,Round Rock,Williamson County/Travis County,TX,Texas,City,30.52524,-97.66595,512,115997,35580,72412,92117027,781179,America/Chicago
339,San Angelo,Tom Green County,TX,Texas,City,31.46377,-100.43704,325,100450,36409,44802,155255892,5940332,America/Chicago
340,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.4724,-98.52514,210,1469845,488645,46744,1193951388,14825948,America/Chicago
341,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.17256,-95.50981,832,102911,38114,109917,111856589,1380351,America/Chicago
342,Tyler,Smith County,TX,Texas,City,32.35126,-95.30106,903,103700,37644,42840,146667943,1327654,America/Chicago
343,Waco,McLennan County,TX,Texas,City,31.54933,-97.14667,254,132356,46719,33147,230561142,31850141,America/Chicago
344,Wichita Falls,Wichita County,TX,Texas,City,33.91371,-98.49339,940,104710,37200,44543,187027492,61486,America/Chicago
345,Provo,Utah County,UT,Utah,City,40.23384,-111.65853,385,115264,32506,41291,107922719,6474977,America/Denver
346,Salt Lake City,Salt Lake County,UT,Utah,City,40.76078,-111.89105,385,192672,75330,47243,288044514,1216737,America/Denver
347,West Jordan,Salt Lake County,UT,Utah,City,40.60967,-111.9391,385,111946,31742,68442,83717638,0,America/Denver
348,West Valley City,Salt Lake County,UT,Utah,City,40.69161,-112.00105,385,136208,36213,52534,91854060,136726,America/Denver
349,Alexandria,Alexandria city,VA,Virginia,City,38.80484,-77.04692,571,153511,66879,89134,38977688,1127171,America/New York
350,Arlington,Arlington County,VA,Virginia,CDP,38.89039,-77.08414,571,220173,98441,105763,67318429,244142,America/New York
351,Chesapeake,Chesapeake city,VA,Virginia,City,36.81904,-76.27494,757,235429,81518,68620,876737780,32210024,America/New York
352,Hampton,Hampton city,VA,Virginia,City,37.02987,-76.34522,757,136454,52940,49190,133308913,219591352,America/New York
353,Newport News,Newport News city,VA,Virginia,City,36.97876,-76.428,757,182385,69073,50077,178921044,130901482,America/New York
354,Norfolk,Norfolk city,VA,Virginia,City,36.84681,-76.28522,757,246393,87045,44480,137985835,111697132,America/New York
355,Richmond,Richmond city,VA,Virginia,City,37.55376,-77.46026,804,220289,87224,40758,154942138,6879776,America/New York
356,Virginia Beach,Virginia Beach city,VA,Virginia,City,36.85293,-75.97799,757,452745,166242,66634,633821720,654694207,America/New York
357,Bellevue,King County,WA,Washington,City,47.61038,-122.20068,425,139820,54216,94638,86712345,649599,America/Los Angeles
358,Everett,Snohomish County,WA,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles
359,Kent,King County,WA,Washington,City,47.38093,-122.23484,253,126952,42233,60191,87393046,1737187,America/Los Angeles
360,Renton,King County,WA,Washington,City,47.48288,-122.21707,425,100242,37994,64802,60663567,511360,America/Los Angeles
361,Seattle,King County,WA,Washington,City,47.60621,-122.33207,206,684451,296633,70594,217138889,152104725,America/Los Angeles
362,Spokane,Spokane County,WA,Washington,City,47.65878,-117.42605,509,213272,87623,42386,178034003,1984449,America/Los Angeles
363,Tacoma,Pierce County,WA,Washington,City,47.25288,-122.44429,253,207948,79026,52042,128821146,32854483,America/Los Angeles
364,Vancouver,Clark County,WA,Washington,City,45.63873,-122.66149,360,172860,66417,50626,121557343,9484341,America/Los Angeles
365,Green Bay,Brown County,WI,Wisconsin,City,44.51916,-88.01983,920,105207,42308,42826,117673093,27054147,America/Chicago
366,Madison,Dane County,WI,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago
367,Milwaukee,Milwaukee County/Washington County/Waukesha County,WI,Wisconsin,City,43.06335,-87.9667,414,600155,230807,35958,249128870,1720458,America/Chicago
